transaction_id,customer_id,date,time,product_id,quantity,price,payment_method,channel,store_id,promotion_id,discount_amount
16101,504,2023-10-07,10:46:00,6,3,3.51,Credit Card,Online,,,0.0
16102,264,2024-03-20,10:01:00,13,2,3.41,Mobile Pay,In-store,3,3,1.78
16103,257,2024-03-25,10:20:00,8,1,4.66,Cash,In-store,3,,0.0
16104,690,2023-11-16,12:49:00,3,2,2.83,Mobile Pay,In-store,1,,0.0
16105,778,2023-09-21,13:26:00,2,5,4.32,Mobile Pay,In-store,2,,0.0
16106,397,2023-06-27,09:52:00,25,1,6.48,Cash,Online,,,0.0
16107,716,2023-06-14,11:44:00,25,3,6.48,Cash,In-store,3,,0.0
16108,814,2023-09-28,18:55:00,13,1,3.41,Credit Card,In-store,1,,0.0
16109,672,2024-05-08,20:17:00,13,3,3.41,Cash,Online,,,0.0
16110,586,2023-07-19,13:37:00,17,3,3.59,Credit Card,Online,,3,3.2
16111,277,2024-05-27,08:43:00,16,4,4.89,Credit Card,In-store,2,3,5.2
16112,543,2024-05-18,12:41:00,12,4,5.06,Cash,Online,,,0.0
16113,275,2023-08-27,09:01:00,10,1,3.41,Mobile Pay,Online,,,0.0
16114,673,2023-06-28,15:56:00,8,2,4.66,Cash,Online,,5,2.61
16115,472,2024-03-08,19:27:00,10,2,3.41,Credit Card,In-store,1,,0.0
16116,814,2024-04-06,15:21:00,1,3,6.17,Cash,Online,,,0.0
16117,413,2023-07-12,12:44:00,16,5,4.89,Mobile Pay,In-store,2,,0.0
16118,779,2024-02-25,20:55:00,19,3,3.74,Mobile Pay,In-store,2,,0.0
16119,566,2024-05-28,08:04:00,5,3,4.36,Credit Card,In-store,3,3,3.58
16120,663,2024-02-04,18:23:00,9,8,3.04,Mobile Pay,In-store,2,,0.0
16121,783,2024-02-07,13:56:00,13,2,3.41,Credit Card,Online,,,0.0
16122,250,2023-12-07,16:21:00,19,4,3.74,Cash,Online,,,0.0
16123,329,2023-11-16,12:31:00,11,2,3.7,Cash,Online,,,0.0
16124,609,2023-12-24,18:53:00,25,2,6.48,Cash,Online,,5,1.71
16125,344,2023-07-09,16:00:00,6,1,3.51,Credit Card,Online,,,0.0
16126,653,2023-09-07,17:51:00,25,5,6.48,Mobile Pay,In-store,2,,0.0
16127,347,2023-09-17,09:37:00,20,3,5.96,Mobile Pay,In-store,1,,0.0
16128,463,2024-03-03,13:28:00,17,1,3.59,Credit Card,Online,,,0.0
16129,161,2023-08-18,13:15:00,3,1,2.83,Cash,In-store,3,,0.0
16130,644,2023-11-13,14:56:00,24,5,2.96,Credit Card,Online,,,0.0
16131,314,2024-04-25,13:47:00,2,5,4.32,Credit Card,Online,,,0.0
16132,297,2023-10-06,18:21:00,22,5,6.38,Cash,Online,,,0.0
16133,622,2024-05-07,14:54:00,18,4,5.14,Mobile Pay,Online,,,0.0
16134,815,2023-07-20,18:30:00,14,3,4.33,Cash,Online,,5,1.69
16135,640,2023-12-16,12:31:00,10,4,3.41,Mobile Pay,Online,,,0.0
16136,369,2023-10-28,16:54:00,24,2,2.96,Credit Card,In-store,2,,0.0
16137,251,2024-03-29,14:41:00,12,3,5.06,Cash,Online,,5,4.44
16138,448,2023-06-18,10:38:00,23,3,3.63,Cash,Online,,2,1.61
16139,178,2023-12-30,18:22:00,3,1,2.83,Mobile Pay,Online,,,0.0
16140,363,2024-03-18,13:46:00,4,1,5.53,Mobile Pay,Online,,,0.0
16141,354,2024-03-30,08:13:00,21,1,4.82,Credit Card,In-store,2,,0.0
16142,589,2023-06-15,14:03:00,21,3,4.82,Credit Card,In-store,2,,0.0
16143,505,2023-08-14,10:53:00,4,1,5.53,Cash,In-store,2,,0.0
16144,452,2023-07-19,16:56:00,23,3,3.63,Cash,Online,,,0.0
16145,398,2024-03-17,15:03:00,13,2,3.41,Mobile Pay,In-store,1,,0.0
16146,277,2024-01-22,11:03:00,8,5,4.66,Mobile Pay,Online,,,0.0
16147,447,2023-06-22,13:49:00,2,2,4.32,Cash,In-store,3,,0.0
16148,153,2023-10-05,11:51:00,4,1,5.53,Mobile Pay,Online,,,0.0
16149,144,2023-08-22,20:42:00,4,3,5.53,Credit Card,In-store,2,,0.0
16150,200,2024-03-26,18:44:00,6,2,3.51,Mobile Pay,In-store,1,,0.0
16151,231,2024-04-29,16:38:00,17,4,3.59,Credit Card,In-store,2,,0.0
16152,817,2024-03-23,20:21:00,23,3,3.63,Mobile Pay,Online,,4,1.57
16153,701,2023-12-26,20:24:00,3,2,2.83,Cash,In-store,3,,0.0
16154,201,2023-12-23,08:52:00,15,1,3.78,Cash,In-store,3,,0.0
16155,363,2023-08-27,09:51:00,25,1,6.48,Cash,Online,,5,1.31
16156,420,2024-01-06,09:12:00,24,4,2.96,Cash,In-store,3,,0.0
16157,456,2023-11-30,18:18:00,14,4,4.33,Cash,Online,,,0.0
16158,353,2023-11-04,12:12:00,11,4,3.7,Mobile Pay,In-store,1,,0.0
16159,746,2024-03-03,19:25:00,8,2,4.66,Cash,Online,,,0.0
16160,577,2024-05-10,08:31:00,25,4,6.48,Mobile Pay,Online,,,0.0
16161,395,2023-10-22,12:54:00,21,5,4.82,Credit Card,Online,,,0.0
16162,764,2023-12-28,18:33:00,14,1,4.33,Cash,In-store,3,,0.0
16163,416,2024-04-23,20:22:00,22,5,6.38,Cash,In-store,2,,0.0
16164,615,2024-01-07,18:01:00,10,3,3.41,Cash,Online,,,0.0
16165,587,2023-07-29,14:08:00,13,3,3.41,Mobile Pay,In-store,2,,0.0
16166,492,2024-03-03,10:34:00,8,4,4.66,Cash,Online,,,0.0
16167,471,2023-10-05,14:29:00,8,2,4.66,Credit Card,Online,,3,1.67
16168,685,2024-02-26,18:11:00,23,1,3.63,Credit Card,In-store,2,1,0.74
16169,699,2024-04-13,15:52:00,16,4,4.89,Cash,In-store,2,,0.0
16170,399,2023-10-13,15:39:00,22,3,6.38,Credit Card,In-store,1,,0.0
16171,405,2023-07-12,19:06:00,16,2,4.89,Cash,In-store,2,,0.0
16172,318,2023-09-09,20:00:00,8,2,4.66,Mobile Pay,Online,,,0.0
16173,190,2024-02-10,15:55:00,4,5,5.53,Mobile Pay,Online,,5,6.57
16174,241,2023-07-25,20:04:00,18,1,5.14,Cash,Online,,,0.0
16175,548,2023-10-25,09:25:00,6,1,3.51,Mobile Pay,In-store,3,,0.0
16176,701,2024-02-21,18:39:00,17,2,3.59,Credit Card,Online,,3,1.79
16177,602,2024-03-05,10:24:00,1,2,6.17,Cash,In-store,2,1,2.79
16178,234,2024-05-20,20:03:00,21,5,4.82,Cash,In-store,3,,0.0
16179,820,2024-02-16,08:44:00,18,4,5.14,Credit Card,Online,,,0.0
16180,260,2023-09-15,13:17:00,23,2,3.63,Cash,In-store,3,,0.0
16181,392,2023-11-23,20:32:00,13,1,3.41,Mobile Pay,In-store,2,3,0.85
16182,468,2024-03-11,08:15:00,24,4,2.96,Cash,In-store,1,,0.0
16183,557,2024-03-21,15:19:00,1,4,6.17,Credit Card,Online,,1,4.97
16184,688,2024-04-29,19:43:00,1,1,6.17,Mobile Pay,Online,,,0.0
16185,409,2023-12-13,17:44:00,18,1,5.14,Credit Card,Online,,,0.0
16186,187,2023-10-25,08:35:00,21,4,4.82,Cash,In-store,1,,0.0
16187,419,2024-02-21,09:06:00,7,2,3.43,Cash,In-store,3,,0.0
16188,603,2023-06-07,20:26:00,16,4,4.89,Credit Card,In-store,3,,0.0
16189,530,2024-03-22,08:46:00,20,3,5.96,Credit Card,In-store,1,,0.0
16190,277,2024-05-19,15:56:00,19,5,3.74,Cash,In-store,1,,0.0
16191,331,2024-02-26,11:50:00,19,1,3.74,Mobile Pay,In-store,2,,0.0
16192,690,2023-07-04,14:05:00,14,4,4.33,Mobile Pay,In-store,1,,0.0
16193,235,2023-11-20,20:46:00,15,3,3.78,Cash,Online,,,0.0
16194,270,2024-03-14,19:37:00,9,7,3.04,Mobile Pay,In-store,1,1,3.48
16195,153,2024-01-30,19:35:00,17,5,3.59,Mobile Pay,Online,,5,2.08
16196,707,2023-07-19,10:47:00,21,4,4.82,Credit Card,In-store,2,,0.0
16197,798,2023-06-30,10:18:00,21,3,4.82,Credit Card,Online,,,0.0
16198,626,2024-01-20,10:21:00,16,4,4.89,Credit Card,Online,,,0.0
16199,585,2023-07-04,08:10:00,14,5,4.33,Credit Card,Online,,,0.0
16200,212,2024-05-06,08:46:00,2,2,4.32,Cash,In-store,2,,0.0
16201,276,2024-01-14,12:51:00,6,2,3.51,Credit Card,Online,,,0.0
16202,244,2024-04-17,08:48:00,6,4,3.51,Mobile Pay,In-store,1,5,1.8
16203,215,2024-01-17,20:50:00,15,3,3.78,Cash,Online,,,0.0
16204,140,2023-07-30,14:59:00,11,3,3.7,Cash,In-store,2,,0.0
16205,558,2023-08-21,20:39:00,11,2,3.7,Credit Card,In-store,2,,0.0
16206,597,2023-07-06,12:15:00,16,3,4.89,Cash,In-store,1,,0.0
16207,634,2023-06-30,15:25:00,5,5,4.36,Mobile Pay,In-store,2,,0.0
16208,190,2023-12-19,13:32:00,19,3,3.74,Credit Card,In-store,3,,0.0
16209,489,2023-10-08,09:16:00,11,5,3.7,Mobile Pay,Online,,3,3.66
16210,205,2024-05-04,16:23:00,10,5,3.41,Mobile Pay,Online,,5,2.13
16211,699,2023-10-12,18:12:00,6,5,3.51,Mobile Pay,In-store,1,,0.0
16212,117,2024-02-06,18:35:00,6,1,3.51,Cash,Online,,,0.0
16213,475,2024-05-03,20:05:00,18,4,5.14,Mobile Pay,In-store,3,,0.0
16214,677,2024-03-14,13:01:00,9,8,3.04,Cash,Online,,1,5.42
16215,288,2023-10-15,11:56:00,21,3,4.82,Credit Card,Online,,,0.0
16216,619,2023-12-12,11:06:00,5,1,4.36,Mobile Pay,In-store,1,2,0.72
16217,686,2024-03-27,10:17:00,24,5,2.96,Credit Card,Online,,,0.0
16218,607,2024-05-14,18:26:00,16,2,4.89,Mobile Pay,In-store,2,,0.0
16219,819,2024-02-26,20:23:00,15,3,3.78,Mobile Pay,In-store,2,,0.0
16220,454,2024-04-02,11:23:00,25,2,6.48,Cash,In-store,3,,0.0
16221,393,2023-08-27,20:44:00,12,1,5.06,Cash,Online,,5,0.82
16222,372,2023-11-12,19:07:00,15,1,3.78,Cash,Online,,,0.0
16223,303,2023-06-28,12:19:00,11,3,3.7,Credit Card,In-store,3,,0.0
16224,234,2024-04-03,09:02:00,10,3,3.41,Mobile Pay,Online,,,0.0
16225,709,2024-05-29,13:56:00,7,1,3.43,Cash,In-store,3,,0.0
16226,319,2023-06-25,11:46:00,8,1,4.66,Credit Card,Online,,,0.0
16227,776,2023-08-23,09:29:00,6,4,3.51,Cash,In-store,3,,0.0
16228,548,2023-11-08,13:17:00,25,5,6.48,Cash,In-store,3,,0.0
16229,539,2023-11-02,20:39:00,14,2,4.33,Mobile Pay,Online,,1,1.66
16230,319,2024-04-09,10:21:00,23,1,3.63,Credit Card,Online,,,0.0
16231,261,2023-08-24,15:18:00,14,3,4.33,Credit Card,Online,,,0.0
16232,696,2024-01-21,11:02:00,9,5,3.04,Cash,In-store,2,,0.0
16233,462,2023-10-04,12:52:00,21,4,4.82,Credit Card,In-store,2,,0.0
16234,768,2024-01-26,15:28:00,23,5,3.63,Cash,Online,,,0.0
16235,118,2023-09-24,16:47:00,4,1,5.53,Cash,Online,,2,0.6
16236,779,2024-05-09,18:35:00,5,4,4.36,Mobile Pay,In-store,2,,0.0
16237,693,2024-03-17,16:45:00,10,4,3.41,Cash,In-store,2,,0.0
16238,749,2024-03-06,17:54:00,14,1,4.33,Cash,Online,,,0.0
16239,517,2023-09-27,20:27:00,21,1,4.82,Credit Card,Online,,,0.0
16240,705,2023-10-03,19:39:00,3,3,2.83,Cash,In-store,3,,0.0
16241,727,2024-05-20,20:27:00,15,3,3.78,Credit Card,In-store,2,,0.0
16242,496,2024-01-14,08:02:00,16,4,4.89,Mobile Pay,In-store,3,,0.0
16243,192,2023-11-08,09:39:00,7,5,3.43,Cash,Online,,,0.0
16244,627,2024-05-11,09:00:00,25,2,6.48,Credit Card,In-store,1,,0.0
16245,245,2024-01-21,15:45:00,5,5,4.36,Credit Card,In-store,1,5,2.44
16246,156,2024-03-11,11:35:00,14,5,4.33,Mobile Pay,In-store,2,,0.0
16247,336,2023-10-22,17:35:00,7,4,3.43,Credit Card,Online,,3,2.56
16248,564,2023-11-02,17:17:00,20,5,5.96,Cash,Online,,,0.0
16249,517,2023-11-19,09:22:00,12,3,5.06,Cash,In-store,1,,0.0
16250,698,2024-02-27,19:08:00,15,1,3.78,Credit Card,Online,,,0.0
16251,483,2023-12-11,12:20:00,14,5,4.33,Mobile Pay,Online,,,0.0
16252,784,2023-10-20,19:29:00,2,5,4.32,Credit Card,In-store,2,,0.0
16253,127,2023-10-18,13:35:00,20,3,5.96,Mobile Pay,Online,,1,2.28
16254,790,2024-01-22,09:22:00,19,4,3.74,Mobile Pay,In-store,3,4,1.85
16255,147,2023-10-18,12:12:00,5,2,4.36,Credit Card,Online,,,0.0
16256,681,2024-04-09,15:30:00,18,1,5.14,Mobile Pay,Online,,,0.0
16257,634,2023-09-18,08:55:00,25,1,6.48,Mobile Pay,Online,,,0.0
16258,266,2023-08-20,08:53:00,4,1,5.53,Credit Card,Online,,4,1.4
16259,465,2023-11-13,13:40:00,13,3,3.41,Cash,In-store,1,,0.0
16260,457,2023-08-19,13:02:00,2,4,4.32,Credit Card,In-store,2,,0.0
16261,193,2024-01-29,19:35:00,25,2,6.48,Cash,In-store,2,,0.0
16262,201,2023-09-21,11:20:00,11,5,3.7,Credit Card,Online,,2,3.17
16263,672,2023-07-29,12:26:00,25,3,6.48,Cash,In-store,1,,0.0
16264,463,2024-04-06,09:14:00,22,2,6.38,Cash,In-store,2,,0.0
16265,734,2023-07-26,20:13:00,2,2,4.32,Credit Card,Online,,,0.0
16266,526,2024-01-05,18:09:00,1,1,6.17,Cash,Online,,,0.0
16267,472,2023-11-28,13:02:00,2,4,4.32,Cash,Online,,2,4.4
16268,373,2023-06-24,08:41:00,8,2,4.66,Cash,Online,,,0.0
16269,107,2024-02-28,14:48:00,5,1,4.36,Credit Card,In-store,3,,0.0
16270,793,2023-11-27,11:08:00,24,3,2.96,Cash,In-store,2,5,1.0
16271,509,2024-04-20,17:24:00,5,4,4.36,Cash,Online,,,0.0
16272,285,2024-03-17,09:10:00,13,1,3.41,Mobile Pay,Online,,,0.0
16273,413,2024-04-01,15:35:00,24,4,2.96,Credit Card,In-store,3,2,3.28
16274,360,2023-06-22,18:47:00,10,5,3.41,Cash,In-store,3,3,3.12
16275,814,2024-05-04,15:15:00,20,1,5.96,Cash,Online,,2,0.94
16276,416,2023-10-26,20:42:00,8,3,4.66,Cash,Online,,,0.0
16277,752,2024-04-08,15:31:00,11,3,3.7,Cash,In-store,2,,0.0
16278,791,2023-07-21,09:13:00,5,3,4.36,Credit Card,In-store,3,,0.0
16279,725,2024-02-07,18:43:00,5,3,4.36,Mobile Pay,In-store,1,,0.0
16280,556,2024-04-20,08:48:00,19,4,3.74,Credit Card,Online,,3,1.94
16281,183,2024-05-03,11:29:00,21,5,4.82,Credit Card,Online,,,0.0
16282,295,2023-10-13,17:02:00,22,4,6.38,Credit Card,Online,,,0.0
16283,110,2024-01-29,17:32:00,15,1,3.78,Cash,In-store,3,3,0.49
16284,787,2024-02-14,18:50:00,14,3,4.33,Cash,In-store,3,,0.0
16285,803,2023-11-21,18:40:00,25,4,6.48,Credit Card,In-store,1,,0.0
16286,645,2023-12-22,08:28:00,14,3,4.33,Cash,In-store,3,,0.0
16287,498,2024-05-22,09:15:00,17,4,3.59,Mobile Pay,In-store,3,,0.0
16288,697,2023-09-23,10:15:00,21,5,4.82,Cash,Online,,,0.0
16289,811,2023-09-04,17:27:00,17,3,3.59,Mobile Pay,Online,,,0.0
16290,359,2023-10-01,17:39:00,23,4,3.63,Mobile Pay,Online,,,0.0
16291,595,2023-10-24,11:46:00,2,5,4.32,Credit Card,Online,,,0.0
16292,373,2023-10-27,12:00:00,6,5,3.51,Credit Card,In-store,2,2,3.6
16293,417,2023-10-24,15:13:00,10,2,3.41,Mobile Pay,Online,,,0.0
16294,734,2023-12-13,14:28:00,9,4,3.04,Cash,In-store,2,,0.0
16295,670,2023-10-20,11:42:00,5,1,4.36,Mobile Pay,In-store,3,,0.0
16296,268,2024-04-02,15:31:00,14,4,4.33,Credit Card,In-store,2,,0.0
16297,119,2023-06-24,20:50:00,25,5,6.48,Credit Card,In-store,3,,0.0
16298,159,2024-01-11,16:54:00,10,5,3.41,Mobile Pay,In-store,3,,0.0
16299,157,2023-08-28,14:41:00,7,4,3.43,Mobile Pay,Online,,2,2.0
16300,755,2023-06-11,11:39:00,3,3,2.83,Credit Card,In-store,2,,0.0
16301,793,2023-07-17,10:39:00,17,5,3.59,Cash,In-store,1,5,1.92
16302,488,2023-12-14,15:48:00,14,2,4.33,Credit Card,In-store,1,3,1.19
16303,722,2023-10-14,16:12:00,11,2,3.7,Cash,Online,,,0.0
16304,197,2023-07-01,20:20:00,4,1,5.53,Cash,In-store,2,,0.0
16305,684,2024-03-07,13:14:00,24,3,2.96,Cash,In-store,1,5,2.32
16306,293,2023-10-18,20:17:00,19,3,3.74,Cash,Online,,,0.0
16307,160,2024-03-07,19:57:00,5,2,4.36,Credit Card,In-store,1,1,1.11
16308,557,2023-11-08,15:00:00,5,4,4.36,Mobile Pay,Online,,,0.0
16309,702,2023-11-08,20:49:00,9,4,3.04,Cash,Online,,,0.0
16310,566,2023-10-18,15:39:00,4,4,5.53,Mobile Pay,Online,,,0.0
16311,777,2023-12-25,14:52:00,2,5,4.32,Cash,Online,,,0.0
16312,575,2023-11-02,16:01:00,6,4,3.51,Cash,Online,,,0.0
16313,420,2023-12-10,20:19:00,16,5,4.89,Credit Card,In-store,3,,0.0
16314,673,2024-03-26,10:36:00,9,7,3.04,Credit Card,In-store,3,,0.0
16315,554,2024-04-30,12:04:00,17,2,3.59,Credit Card,In-store,2,,0.0
16316,608,2023-06-19,09:38:00,10,3,3.41,Cash,In-store,3,,0.0
16317,136,2023-10-21,14:32:00,9,1,3.04,Credit Card,In-store,1,,0.0
16318,744,2024-04-01,16:33:00,13,4,3.41,Cash,In-store,2,3,1.54
16319,539,2023-06-14,14:06:00,11,3,3.7,Mobile Pay,In-store,3,,0.0
16320,598,2024-01-11,11:02:00,18,3,5.14,Cash,In-store,2,,0.0
16321,106,2023-08-17,20:13:00,6,2,3.51,Mobile Pay,Online,,,0.0
16322,450,2023-11-19,08:51:00,5,4,4.36,Credit Card,Online,,,0.0
16323,815,2024-04-22,14:38:00,22,5,6.38,Cash,In-store,3,,0.0
16324,231,2024-05-07,10:13:00,5,4,4.36,Credit Card,Online,,,0.0
16325,776,2023-06-18,18:12:00,18,1,5.14,Cash,Online,,3,0.92
16326,294,2023-12-16,11:24:00,13,3,3.41,Mobile Pay,In-store,3,,0.0
16327,234,2024-01-17,19:37:00,20,3,5.96,Cash,Online,,5,4.33
16328,201,2023-09-07,08:25:00,7,4,3.43,Cash,Online,,,0.0
16329,521,2023-09-04,12:16:00,6,4,3.51,Credit Card,In-store,1,,0.0
16330,685,2024-03-21,19:23:00,23,3,3.63,Mobile Pay,In-store,3,,0.0
16331,141,2024-05-22,10:08:00,7,3,3.43,Cash,Online,,,0.0
16332,568,2024-02-07,10:57:00,2,1,4.32,Mobile Pay,In-store,2,,0.0
16333,640,2023-09-26,17:06:00,15,1,3.78,Mobile Pay,Online,,,0.0
16334,745,2023-08-21,17:27:00,6,5,3.51,Credit Card,In-store,3,5,3.39
16335,333,2023-07-01,09:52:00,14,4,4.33,Cash,In-store,2,2,2.12
16336,438,2024-05-06,17:10:00,15,2,3.78,Credit Card,Online,,,0.0
16337,536,2024-05-30,08:17:00,3,4,2.83,Mobile Pay,In-store,2,,0.0
16338,193,2023-08-24,08:09:00,22,2,6.38,Cash,In-store,1,,0.0
16339,510,2024-05-23,16:00:00,8,3,4.66,Credit Card,Online,,,0.0
16340,499,2024-02-26,11:28:00,6,5,3.51,Cash,In-store,3,,0.0
16341,783,2023-11-28,14:24:00,3,1,2.83,Mobile Pay,In-store,2,5,0.3
16342,447,2024-04-17,10:59:00,19,1,3.74,Cash,Online,,,0.0
16343,340,2024-04-20,18:54:00,7,4,3.43,Mobile Pay,Online,,,0.0
16344,662,2023-08-27,17:19:00,18,4,5.14,Credit Card,In-store,1,,0.0
16345,794,2023-08-15,11:16:00,25,1,6.48,Mobile Pay,In-store,3,,0.0
16346,157,2024-03-10,19:49:00,14,2,4.33,Mobile Pay,Online,,5,1.72
16347,504,2023-08-06,16:52:00,25,5,6.48,Cash,Online,,,0.0
16348,180,2023-12-27,18:03:00,8,1,4.66,Cash,In-store,2,,0.0
16349,446,2024-04-05,12:33:00,3,5,2.83,Cash,In-store,2,4,3.87
16350,809,2024-03-27,12:32:00,13,3,3.41,Mobile Pay,Online,,,0.0
16351,203,2023-06-30,20:55:00,18,3,5.14,Mobile Pay,Online,,,0.0
16352,769,2024-02-04,19:53:00,3,4,2.83,Credit Card,In-store,1,4,1.74
16353,608,2023-12-14,13:14:00,18,2,5.14,Credit Card,Online,,,0.0
16354,320,2024-03-13,19:36:00,20,4,5.96,Cash,In-store,1,,0.0
16355,493,2024-04-12,12:55:00,14,1,4.33,Cash,Online,,3,0.56
16356,548,2024-05-16,15:26:00,20,1,5.96,Cash,Online,,,0.0
16357,396,2023-09-27,18:22:00,13,5,3.41,Mobile Pay,In-store,1,,0.0
16358,194,2023-06-16,09:38:00,17,5,3.59,Mobile Pay,Online,,1,3.51
16359,340,2023-07-30,13:02:00,3,1,2.83,Credit Card,In-store,1,,0.0
16360,190,2023-12-25,12:38:00,14,3,4.33,Credit Card,Online,,,0.0
16361,552,2024-02-18,17:21:00,14,1,4.33,Cash,In-store,1,,0.0
16362,228,2024-03-11,11:23:00,22,5,6.38,Cash,Online,,,0.0
16363,643,2024-05-22,20:50:00,1,1,6.17,Cash,Online,,,0.0
16364,676,2023-08-18,13:59:00,25,3,6.48,Cash,Online,,,0.0
16365,524,2024-02-04,11:51:00,5,4,4.36,Credit Card,Online,,,0.0
16366,590,2023-07-29,13:32:00,7,2,3.43,Cash,In-store,2,,0.0
16367,359,2023-11-10,09:15:00,5,2,4.36,Mobile Pay,In-store,3,4,2.59
16368,151,2024-03-08,19:30:00,22,4,6.38,Mobile Pay,In-store,1,,0.0
16369,508,2024-04-23,13:59:00,7,1,3.43,Mobile Pay,Online,,4,0.94
16370,633,2024-05-25,15:22:00,18,2,5.14,Mobile Pay,Online,,,0.0
16371,203,2023-10-08,13:07:00,1,5,6.17,Mobile Pay,Online,,3,7.32
16372,281,2023-10-21,12:54:00,1,3,6.17,Cash,Online,,,0.0
16373,551,2024-04-16,18:44:00,13,3,3.41,Cash,In-store,1,,0.0
16374,333,2024-02-14,15:50:00,23,4,3.63,Mobile Pay,Online,,3,4.26
16375,476,2023-10-23,09:13:00,4,1,5.53,Credit Card,In-store,3,,0.0
16376,661,2024-02-28,20:33:00,21,1,4.82,Mobile Pay,In-store,2,,0.0
16377,304,2024-05-24,09:31:00,13,4,3.41,Mobile Pay,Online,,,0.0
16378,112,2023-06-20,10:49:00,18,2,5.14,Credit Card,In-store,3,,0.0
16379,763,2023-12-25,19:51:00,23,4,3.63,Credit Card,In-store,1,,0.0
16380,301,2024-05-02,17:36:00,6,1,3.51,Cash,In-store,3,,0.0
16381,768,2024-05-04,08:48:00,7,5,3.43,Credit Card,Online,,5,3.35
16382,170,2023-08-09,17:46:00,22,1,6.38,Credit Card,In-store,3,,0.0
16383,435,2024-05-03,15:10:00,22,1,6.38,Credit Card,In-store,2,5,1.18
16384,482,2024-05-25,19:44:00,10,4,3.41,Credit Card,In-store,3,,0.0
16385,561,2023-06-15,11:47:00,6,5,3.51,Credit Card,Online,,3,3.11
16386,348,2023-10-19,18:45:00,12,3,5.06,Credit Card,In-store,1,,0.0
16387,463,2024-05-11,08:43:00,14,4,4.33,Cash,Online,,,0.0
16388,768,2023-12-08,13:15:00,2,5,4.32,Mobile Pay,Online,,,0.0
16389,649,2023-10-08,13:45:00,10,3,3.41,Credit Card,Online,,4,2.74
16390,495,2024-01-14,13:42:00,19,2,3.74,Credit Card,Online,,,0.0
16391,407,2024-04-11,20:32:00,18,1,5.14,Credit Card,Online,,,0.0
16392,434,2024-05-23,11:05:00,13,4,3.41,Cash,In-store,1,4,1.88
16393,256,2024-04-08,16:29:00,5,2,4.36,Credit Card,In-store,1,,0.0
16394,443,2023-10-23,18:51:00,19,1,3.74,Credit Card,Online,,,0.0
16395,549,2023-06-08,17:20:00,20,1,5.96,Credit Card,Online,,,0.0
16396,362,2024-04-20,18:55:00,17,3,3.59,Credit Card,In-store,3,2,1.97
16397,814,2023-06-22,12:45:00,6,1,3.51,Mobile Pay,In-store,3,,0.0
16398,101,2023-07-22,12:01:00,10,2,3.41,Credit Card,Online,,,0.0
16399,348,2024-05-30,11:26:00,25,1,6.48,Mobile Pay,In-store,2,,0.0
16400,711,2023-06-15,17:40:00,19,1,3.74,Cash,Online,,1,0.53
16401,547,2024-05-24,08:03:00,3,1,2.83,Mobile Pay,In-store,2,,0.0
16402,308,2023-12-02,13:53:00,17,5,3.59,Mobile Pay,In-store,3,,0.0
16403,539,2024-01-10,12:00:00,7,3,3.43,Cash,Online,,,0.0
16404,614,2023-06-09,08:13:00,18,5,5.14,Mobile Pay,In-store,3,4,7.13
16405,816,2023-12-24,19:16:00,18,1,5.14,Mobile Pay,Online,,,0.0
16406,761,2023-10-11,14:46:00,16,4,4.89,Cash,Online,,,0.0
16407,738,2024-03-25,13:41:00,16,1,4.89,Cash,Online,,1,0.64
16408,440,2024-01-07,19:25:00,2,5,4.32,Mobile Pay,Online,,,0.0
16409,169,2024-04-06,16:41:00,10,5,3.41,Credit Card,In-store,1,,0.0
16410,586,2024-03-21,20:11:00,17,5,3.59,Cash,Online,,,0.0
16411,151,2024-03-23,16:11:00,19,4,3.74,Mobile Pay,In-store,3,,0.0
16412,645,2023-11-14,08:53:00,22,1,6.38,Mobile Pay,Online,,,0.0
16413,594,2023-11-12,10:45:00,10,5,3.41,Cash,Online,,3,5.04
16414,349,2024-04-28,16:19:00,6,2,3.51,Cash,In-store,3,,0.0
16415,336,2023-11-05,10:51:00,11,5,3.7,Mobile Pay,Online,,,0.0
16416,513,2023-09-07,16:07:00,3,4,2.83,Credit Card,In-store,3,2,1.48
16417,796,2023-12-27,10:00:00,19,5,3.74,Mobile Pay,Online,,,0.0
16418,324,2024-04-10,09:59:00,2,2,4.32,Credit Card,In-store,1,,0.0
16419,136,2024-03-26,09:08:00,21,3,4.82,Credit Card,Online,,3,2.43
16420,153,2024-01-09,15:17:00,25,4,6.48,Credit Card,Online,,,0.0
16421,282,2024-01-11,17:48:00,23,5,3.63,Cash,In-store,2,,0.0
16422,616,2023-08-08,17:31:00,9,3,3.04,Credit Card,In-store,2,,0.0
16423,324,2023-10-29,16:55:00,14,4,4.33,Mobile Pay,In-store,1,3,2.87
16424,700,2023-09-08,09:02:00,9,3,3.04,Credit Card,Online,,,0.0
16425,372,2023-08-27,15:25:00,2,1,4.32,Mobile Pay,In-store,3,,0.0
16426,297,2024-04-19,16:51:00,21,3,4.82,Cash,Online,,,0.0
16427,416,2023-09-26,10:34:00,16,4,4.89,Credit Card,In-store,1,,0.0
16428,221,2024-04-04,18:20:00,21,1,4.82,Mobile Pay,Online,,5,0.79
16429,794,2023-11-01,14:27:00,23,4,3.63,Cash,Online,,,0.0
16430,812,2023-07-24,19:18:00,2,2,4.32,Mobile Pay,Online,,3,2.55
16431,562,2023-10-28,11:59:00,17,1,3.59,Cash,In-store,3,,0.0
