EngagementId,Platform,PostType,Reach,Impressions,EngagementCount,Date
1099,Twitter,Post,540,1985,189,8/26/2023
1100,Facebook,Post,683,2688,77,8/27/2023
1101,Instagram,Post,883,4007,232,8/27/2023
1102,Twitter,Reel,124,442,27,8/27/2023
1103,Facebook,Reel,3668,15172,57,8/28/2023
1104,Instagram,Ad,1311,4394,231,8/28/2023
1105,Twitter,Reel,1780,5987,396,8/28/2023
1106,Twitter,Post,973,1644,39,8/28/2023
1107,Facebook,Reel,683,1205,97,8/29/2023
1108,Facebook,Story,1506,2179,47,8/29/2023
1109,Instagram,Ad,439,1476,40,8/29/2023
1110,Twitter,Reel,1579,6321,612,8/29/2023
1111,Twitter,Post,3609,11923,99,8/29/2023
1112,Twitter,Reel,4087,10980,478,8/29/2023
1113,Facebook,Story,1379,5647,333,8/30/2023
1114,Facebook,Reel,4900,8997,639,8/30/2023
1115,Instagram,Story,2528,9976,586,8/30/2023
1116,Instagram,Reel,1218,3793,329,8/30/2023
1117,Instagram,Ad,2548,11259,119,8/31/2023
1118,Instagram,Story,4015,11643,77,8/31/2023
1119,Instagram,Reel,423,1912,12,8/31/2023
1120,Twitter,Reel,4326,17202,574,8/31/2023
1121,Twitter,Post,723,2649,229,8/31/2023
1122,Instagram,Reel,1700,4701,408,9/1/2023
1123,Instagram,Story,4491,18320,511,9/1/2023
1124,Twitter,Post,3682,5372,266,9/1/2023
1125,Twitter,Ad,3171,4032,126,9/1/2023
1126,Twitter,Story,1659,3604,277,9/1/2023
1127,Facebook,Story,3881,10197,431,9/2/2023
1128,Facebook,Ad,1643,5702,261,9/2/2023
1129,Instagram,Ad,4734,17817,660,9/2/2023
1130,Instagram,Reel,3308,10217,214,9/2/2023
1131,Instagram,Reel,2128,5721,387,9/2/2023
1132,Twitter,Ad,605,2294,81,9/2/2023
1133,Facebook,Reel,3818,13942,196,9/3/2023
1134,Twitter,Reel,651,2600,40,9/3/2023
1135,Twitter,Ad,1609,4135,215,9/3/2023
1136,Twitter,Reel,3244,15699,787,9/3/2023
1137,Facebook,Story,3423,10440,497,9/4/2023
1138,Facebook,Post,1536,7139,294,9/4/2023
1139,Instagram,Reel,1365,6678,400,9/4/2023
1140,Instagram,Story,4436,13614,185,9/4/2023
1141,Twitter,Ad,2065,6817,153,9/4/2023
1142,Facebook,Ad,735,2870,191,9/5/2023
1143,Instagram,Story,648,1470,27,9/5/2023
1144,Instagram,Story,1263,6072,541,9/5/2023
1145,Twitter,Reel,2599,9373,249,9/5/2023
1146,Twitter,Story,1388,6000,122,9/6/2023
1147,Twitter,Story,2656,8072,473,9/6/2023
1148,Twitter,Story,2365,6163,401,9/6/2023
1149,Facebook,Story,3900,15810,34,9/7/2023
1150,Facebook,Story,850,2478,80,9/7/2023
1151,Instagram,Ad,1679,7120,161,9/7/2023
1152,Instagram,Reel,3640,7936,103,9/7/2023
1153,Twitter,Reel,1805,4027,386,9/7/2023
1154,Facebook,Ad,1094,1795,51,9/8/2023
1155,Facebook,Story,1885,8804,406,9/8/2023
1156,Facebook,Reel,2497,3914,384,9/8/2023
1157,Instagram,Post,4410,17429,1540,9/8/2023
1158,Facebook,Reel,2350,8312,118,9/9/2023
1159,Facebook,Post,3070,15335,677,9/9/2023
1160,Facebook,Story,519,1334,38,9/9/2023
1161,Instagram,Story,4849,9594,572,9/9/2023
1162,Instagram,Post,2635,5540,473,9/9/2023
1163,Instagram,Post,3838,7448,202,9/9/2023
1164,Twitter,Story,4324,16468,1231,9/9/2023
1165,Twitter,Ad,4299,12790,128,9/9/2023
1166,Instagram,Post,4355,9913,829,9/10/2023
1167,Instagram,Post,2878,14123,361,9/10/2023
1168,Instagram,Story,3195,5509,545,9/10/2023
1169,Twitter,Post,4316,13990,1322,9/10/2023
1170,Instagram,Post,2904,5011,441,9/11/2023
1171,Instagram,Ad,4948,11209,784,9/11/2023
1172,Instagram,Story,244,790,39,9/11/2023
1173,Twitter,Post,376,1672,35,9/11/2023
1174,Facebook,Story,1419,2558,166,9/12/2023
1175,Facebook,Post,3734,5328,20,9/12/2023
1176,Instagram,Reel,3465,6503,287,9/12/2023
1177,Instagram,Reel,496,1777,14,9/12/2023
1178,Instagram,Reel,1859,9267,108,9/12/2023
1179,Twitter,Post,3190,13348,663,9/12/2023
1180,Facebook,Reel,1243,1280,77,9/13/2023
1181,Facebook,Reel,565,674,66,9/13/2023
1182,Facebook,Ad,2419,9775,953,9/13/2023
1183,Instagram,Ad,4024,5910,211,9/13/2023
1184,Instagram,Ad,2870,4573,216,9/13/2023
1185,Instagram,Post,4788,15450,368,9/13/2023
1186,Facebook,Story,2890,11555,206,9/14/2023
1187,Facebook,Post,4001,7168,472,9/15/2023
1188,Facebook,Ad,3984,4013,289,9/15/2023
1189,Twitter,Ad,1561,3657,334,9/15/2023
1190,Twitter,Reel,1245,5631,463,9/15/2023
1191,Facebook,Reel,528,1946,58,9/16/2023
1192,Facebook,Reel,3383,8148,559,9/16/2023
1193,Facebook,Ad,2166,8233,816,9/16/2023
1194,Instagram,Ad,4893,21141,2017,9/16/2023
1195,Facebook,Ad,4093,13136,479,9/17/2023
1196,Facebook,Post,3288,4673,257,9/17/2023
1197,Instagram,Story,2444,11682,357,9/17/2023
1198,Twitter,Ad,4861,16154,652,9/17/2023
1199,Facebook,Post,2370,10188,142,9/18/2023
1200,Facebook,Post,4001,11557,505,9/18/2023
1201,Facebook,Post,4405,16265,1028,9/18/2023
1202,Instagram,Ad,1199,1303,104,9/18/2023
1203,Twitter,Ad,1627,7970,79,9/18/2023
1204,Twitter,Story,4406,7121,149,9/18/2023
1205,Twitter,Story,2779,4617,343,9/18/2023
1206,Facebook,Story,3927,5269,41,9/19/2023
1207,Facebook,Story,3899,14772,318,9/19/2023
1208,Facebook,Post,3862,13756,958,9/19/2023
1209,Twitter,Story,5000,20619,167,9/19/2023
1210,Instagram,Reel,3716,12080,240,9/20/2023
1211,Facebook,Ad,3035,9443,799,9/21/2023
1212,Instagram,Reel,1816,5587,264,9/21/2023
1213,Instagram,Story,3111,15288,1089,9/21/2023
1214,Twitter,Reel,1985,5945,439,9/21/2023
1215,Twitter,Reel,4821,9875,66,9/21/2023
1216,Twitter,Reel,4092,19449,1677,9/21/2023
1217,Facebook,Ad,2161,9945,595,9/22/2023
1218,Facebook,Story,4020,5093,56,9/22/2023
1219,Instagram,Post,2753,8353,380,9/22/2023
1220,Twitter,Story,3481,14059,257,9/22/2023
1221,Twitter,Story,4983,17754,318,9/22/2023
1222,Facebook,Post,647,1555,27,9/23/2023
1223,Instagram,Post,683,2144,103,9/23/2023
1224,Twitter,Ad,2429,6861,546,9/23/2023
1225,Twitter,Post,1437,6042,162,9/23/2023
1226,Twitter,Story,1999,9949,847,9/23/2023
1227,Facebook,Post,2453,7941,478,9/24/2023
1228,Facebook,Ad,2340,7290,518,9/24/2023
1229,Instagram,Ad,2270,5493,457,9/24/2023
1230,Instagram,Post,3263,10900,890,9/24/2023
1231,Instagram,Story,393,1935,7,9/24/2023
1232,Facebook,Ad,291,660,11,9/25/2023
1233,Facebook,Story,2521,3607,264,9/25/2023
1234,Instagram,Post,2934,7184,85,9/25/2023
1235,Instagram,Reel,3139,14954,1203,9/25/2023
1236,Instagram,Reel,551,552,14,9/25/2023
1237,Twitter,Ad,2683,4852,275,9/25/2023
1238,Twitter,Reel,2046,5161,120,9/25/2023
1239,Twitter,Post,1334,3728,226,9/25/2023
1240,Facebook,Story,1305,1496,112,9/26/2023
1241,Instagram,Ad,350,980,80,9/26/2023
1242,Twitter,Ad,1130,3043,285,9/26/2023
1243,Twitter,Ad,878,1653,92,9/27/2023
1244,Facebook,Ad,4355,6308,448,9/28/2023
1245,Instagram,Story,1732,8334,562,9/28/2023
1246,Twitter,Ad,2101,5152,282,9/28/2023
1247,Twitter,Story,3149,9090,600,9/29/2023
1248,Facebook,Post,2262,10885,644,9/30/2023
1249,Instagram,Story,4419,11567,135,9/30/2023
1250,Twitter,Story,1877,7480,242,9/30/2023
1251,Facebook,Post,4533,6842,212,10/1/2023
1252,Twitter,Reel,573,1028,40,10/1/2023
1253,Twitter,Ad,236,471,22,10/1/2023
1254,Facebook,Story,4468,14187,1344,10/2/2023
1255,Facebook,Story,1738,4752,238,10/2/2023
1256,Facebook,Reel,3711,8648,95,10/2/2023
1257,Facebook,Story,831,3988,186,10/3/2023
1258,Facebook,Ad,4571,22506,2187,10/3/2023
1259,Facebook,Ad,4973,16563,1118,10/3/2023
1260,Instagram,Post,3707,7478,404,10/3/2023
1261,Instagram,Reel,2023,7746,391,10/3/2023
1262,Instagram,Post,4038,13771,196,10/4/2023
1263,Instagram,Ad,3938,6635,374,10/4/2023
1264,Twitter,Reel,2147,9196,340,10/4/2023
1265,Twitter,Post,3641,18156,587,10/4/2023
1266,Twitter,Ad,2050,5045,309,10/4/2023
1267,Facebook,Ad,4350,17840,47,10/5/2023
1268,Instagram,Reel,2070,7740,135,10/5/2023
1269,Instagram,Ad,497,1999,192,10/5/2023
1270,Twitter,Post,1594,2889,17,10/5/2023
1271,Twitter,Reel,2103,9073,892,10/5/2023
1272,Twitter,Post,2579,10987,964,10/6/2023
1273,Twitter,Story,4348,5125,511,10/6/2023
1274,Twitter,Post,912,1052,89,10/6/2023
1275,Facebook,Post,2406,10350,739,10/7/2023
1276,Instagram,Post,2176,2794,235,10/7/2023
1277,Twitter,Story,2342,8385,190,10/7/2023
1278,Twitter,Reel,1891,2899,30,10/7/2023
1279,Twitter,Post,1373,6696,563,10/7/2023
1280,Facebook,Reel,3163,5911,473,10/8/2023
1281,Facebook,Ad,2947,8876,286,10/8/2023
1282,Instagram,Ad,2209,8837,125,10/8/2023
1283,Instagram,Ad,2368,11345,685,10/8/2023
1284,Twitter,Post,2727,12282,812,10/8/2023
1285,Twitter,Story,2489,9759,539,10/8/2023
1286,Twitter,Post,1174,1514,18,10/8/2023
1287,Facebook,Ad,1587,3535,234,10/9/2023
1288,Instagram,Story,196,417,21,10/9/2023
1289,Instagram,Post,1803,3812,74,10/9/2023
1290,Twitter,Post,2250,3598,54,10/9/2023
1291,Twitter,Post,1563,4418,119,10/9/2023
1292,Facebook,Story,3587,14507,1202,10/10/2023
1293,Facebook,Post,4993,19596,1110,10/10/2023
1294,Facebook,Post,4550,7581,602,10/11/2023
1295,Facebook,Post,4633,16979,1350,10/11/2023
1296,Twitter,Ad,1694,7172,308,10/11/2023
1297,Facebook,Reel,1881,7922,252,10/12/2023
1298,Facebook,Story,2776,8089,291,10/12/2023
1299,Instagram,Post,2041,6981,255,10/12/2023
1300,Instagram,Reel,1478,4488,272,10/12/2023
1301,Twitter,Story,2522,3478,31,10/12/2023
1302,Twitter,Story,2473,10638,887,10/12/2023
1303,Instagram,Post,1862,8933,673,10/13/2023
1304,Instagram,Story,4391,11065,152,10/13/2023
1305,Instagram,Reel,4478,6092,196,10/13/2023
1306,Twitter,Ad,2876,6881,229,10/13/2023
1307,Facebook,Reel,515,1223,44,10/14/2023
1308,Facebook,Ad,2872,11847,929,10/14/2023
1309,Facebook,Ad,3619,6275,117,10/14/2023
1310,Instagram,Ad,3958,5532,319,10/14/2023
1311,Instagram,Story,2501,6629,576,10/14/2023
1312,Instagram,Post,596,2930,269,10/14/2023
1313,Twitter,Post,3250,5400,15,10/14/2023
1314,Twitter,Ad,4914,8895,142,10/14/2023
1315,Facebook,Ad,3590,13480,82,10/15/2023
1316,Facebook,Reel,1345,3802,354,10/15/2023
1317,Facebook,Ad,2691,8765,537,10/15/2023
1318,Instagram,Post,4274,16218,1155,10/15/2023
1319,Instagram,Post,2215,7494,72,10/15/2023
1320,Facebook,Story,2514,9209,461,10/16/2023
1321,Facebook,Story,1956,5834,229,10/16/2023
1322,Instagram,Post,4536,13783,152,10/16/2023
1323,Facebook,Reel,2313,7332,327,10/17/2023
1324,Facebook,Reel,2742,10953,915,10/17/2023
1325,Instagram,Ad,3119,4080,179,10/17/2023
1326,Instagram,Reel,871,3425,189,10/17/2023
1327,Twitter,Post,154,248,12,10/17/2023
1328,Twitter,Story,1485,5522,183,10/17/2023
1329,Twitter,Ad,4327,17447,1198,10/17/2023
1330,Facebook,Post,2421,5599,204,10/18/2023
1331,Facebook,Post,2268,8590,563,10/18/2023
1332,Instagram,Story,2180,9978,612,10/18/2023
1333,Instagram,Reel,4825,23834,2194,10/18/2023
1334,Instagram,Ad,122,303,20,10/18/2023
1335,Twitter,Ad,2077,3874,241,10/18/2023
1336,Instagram,Reel,3497,16663,114,10/19/2023
1337,Instagram,Story,2066,3235,221,10/19/2023
1338,Twitter,Reel,4277,7120,354,10/19/2023
1339,Facebook,Reel,1250,5494,545,10/20/2023
1340,Facebook,Reel,3128,8197,747,10/20/2023
1341,Instagram,Ad,1953,6382,95,10/20/2023
1342,Instagram,Story,3774,5095,187,10/20/2023
1343,Instagram,Story,1172,2695,178,10/20/2023
1344,Facebook,Story,761,3145,269,10/21/2023
1345,Instagram,Ad,2498,5376,461,10/21/2023
1346,Instagram,Story,1740,4861,233,10/21/2023
1347,Twitter,Story,2463,10979,875,10/21/2023
1348,Twitter,Ad,3136,4499,366,10/21/2023
1349,Facebook,Story,403,805,61,10/22/2023
1350,Facebook,Ad,1393,3350,147,10/22/2023
1351,Facebook,Post,3372,14422,1007,10/22/2023
1352,Instagram,Story,4615,15994,397,10/22/2023
1353,Twitter,Post,460,925,5,10/22/2023
1354,Twitter,Post,4999,7123,574,10/22/2023
1355,Twitter,Reel,2014,7400,411,10/22/2023
1356,Facebook,Reel,356,542,51,10/23/2023
1357,Instagram,Ad,3057,5351,362,10/23/2023
1358,Instagram,Story,4963,21373,940,10/23/2023
1359,Twitter,Post,4044,10589,200,10/23/2023
1360,Facebook,Reel,2030,2375,167,10/24/2023
1361,Instagram,Story,3002,4713,57,10/24/2023
1362,Instagram,Ad,4461,15972,665,10/24/2023
1363,Twitter,Ad,587,1795,89,10/24/2023
1364,Twitter,Post,548,550,22,10/24/2023
1365,Twitter,Story,833,1990,167,10/24/2023
1366,Facebook,Reel,1726,2174,153,10/25/2023
1367,Facebook,Ad,1546,4612,286,10/25/2023
1368,Twitter,Post,1115,2519,217,10/25/2023
1369,Instagram,Post,4624,7898,762,10/26/2023
1370,Instagram,Reel,971,3328,198,10/26/2023
1371,Twitter,Ad,2981,14716,555,10/26/2023
1372,Twitter,Reel,1157,3819,254,10/26/2023
1373,Facebook,Post,3140,9656,111,10/27/2023
1374,Facebook,Reel,410,960,66,10/27/2023
1375,Twitter,Post,3464,15489,633,10/27/2023
1376,Facebook,Reel,4033,8803,527,10/28/2023
1377,Instagram,Post,1994,4380,126,10/28/2023
1378,Instagram,Ad,3446,5243,448,10/28/2023
1379,Facebook,Post,1871,7130,461,10/29/2023
1380,Facebook,Reel,1978,6869,577,10/29/2023
1381,Instagram,Story,2029,7948,330,10/29/2023
1382,Instagram,Ad,3952,19159,1587,10/29/2023
1383,Facebook,Reel,4592,7408,376,10/30/2023
1384,Facebook,Story,3523,13679,447,10/30/2023
1385,Facebook,Reel,4630,6068,440,10/30/2023
1386,Instagram,Post,414,1615,59,10/30/2023
1387,Instagram,Reel,2763,4760,180,10/30/2023
1388,Instagram,Ad,2829,12965,1189,10/30/2023
1389,Twitter,Post,1868,3506,308,10/30/2023
1390,Twitter,Post,1873,5292,203,10/30/2023
1391,Facebook,Reel,3679,12630,872,10/31/2023
1392,Facebook,Post,4092,14049,1126,10/31/2023
1393,Instagram,Post,1354,2102,170,10/31/2023
1394,Instagram,Ad,1335,4578,422,10/31/2023
1395,Instagram,Post,74,348,13,10/31/2023
1396,Twitter,Story,2013,8658,112,10/31/2023
1397,Facebook,Ad,2172,6282,368,11/1/2023
1398,Facebook,Ad,4659,16455,1008,11/1/2023
1399,Facebook,Ad,1878,6697,621,11/1/2023
1400,Instagram,Reel,1185,4647,116,11/1/2023
1401,Twitter,Post,3749,5169,476,11/1/2023
1402,Facebook,Ad,356,1235,104,11/2/2023
1403,Instagram,Story,2385,6514,430,11/2/2023
1404,Instagram,Story,461,591,50,11/2/2023
1405,Instagram,Reel,3408,10086,723,11/2/2023
1406,Twitter,Story,4650,12616,917,11/2/2023
1407,Instagram,Story,1015,2294,203,11/3/2023
1408,Instagram,Story,1794,3166,103,11/3/2023
1409,Instagram,Story,297,635,25,11/3/2023
1410,Twitter,Ad,3488,16230,1179,11/3/2023
1411,Twitter,Ad,4781,16377,615,11/3/2023
1412,Twitter,Story,2279,2814,80,11/3/2023
1413,Facebook,Reel,2205,4174,82,11/4/2023
1414,Facebook,Story,4559,17056,1250,11/4/2023
1415,Facebook,Story,3709,16446,895,11/4/2023
1416,Instagram,Ad,1762,5314,392,11/4/2023
1417,Twitter,Story,3651,8246,662,11/4/2023
1418,Twitter,Ad,1662,1797,34,11/4/2023
1419,Facebook,Reel,3789,4561,329,11/5/2023
1420,Facebook,Post,1661,3308,236,11/5/2023
1421,Facebook,Post,4225,18513,1014,11/5/2023
1422,Twitter,Ad,4912,22030,725,11/5/2023
1423,Twitter,Story,2745,12720,967,11/5/2023
1424,Facebook,Reel,4182,4680,428,11/6/2023
1425,Facebook,Post,1873,3669,157,11/6/2023
1426,Instagram,Story,3049,4840,484,11/6/2023
1427,Instagram,Story,580,687,65,11/6/2023
1428,Twitter,Post,445,2139,180,11/6/2023
1429,Twitter,Post,1439,1556,86,11/6/2023
1430,Twitter,Ad,2474,8193,189,11/7/2023
1431,Twitter,Post,3247,8565,73,11/7/2023
1432,Twitter,Reel,3474,16391,1313,11/7/2023
1433,Facebook,Ad,1674,5518,139,11/8/2023
1434,Facebook,Post,2893,3209,211,11/8/2023
1435,Facebook,Ad,3689,8585,141,11/8/2023
1436,Instagram,Post,2420,2568,164,11/8/2023
1437,Instagram,Ad,2918,10195,88,11/8/2023
1438,Facebook,Ad,2328,9224,324,11/9/2023
1439,Facebook,Post,3014,7565,755,11/9/2023
1440,Facebook,Story,3565,16513,769,11/10/2023
1441,Instagram,Ad,1971,5218,394,11/10/2023
1442,Instagram,Reel,452,477,47,11/10/2023
1443,Instagram,Reel,1720,4566,57,11/10/2023
1444,Twitter,Ad,1667,5627,245,11/10/2023
1445,Facebook,Post,1054,5074,96,11/11/2023
1446,Facebook,Story,4930,24013,1392,11/11/2023
1447,Instagram,Ad,320,1144,49,11/11/2023
1448,Instagram,Story,750,2304,27,11/11/2023
1449,Instagram,Reel,3875,4976,381,11/11/2023
1450,Twitter,Post,2592,3450,344,11/11/2023
1451,Twitter,Ad,3411,9862,229,11/11/2023
1452,Twitter,Ad,4283,5268,477,11/11/2023
1453,Facebook,Post,2489,11670,104,11/12/2023
1454,Instagram,Post,1650,1728,65,11/12/2023
1455,Instagram,Reel,4234,9175,574,11/12/2023
1456,Instagram,Story,88,233,5,11/12/2023
1457,Twitter,Post,3392,15677,382,11/12/2023
1458,Twitter,Reel,2527,9431,533,11/12/2023
1459,Facebook,Reel,4091,13646,1225,11/13/2023
1460,Facebook,Reel,4564,4713,92,11/13/2023
1461,Facebook,Story,3410,3572,295,11/13/2023
1462,Twitter,Story,1990,5602,49,11/13/2023
1463,Twitter,Story,2929,11990,1169,11/13/2023
1464,Facebook,Story,676,1227,80,11/14/2023
1465,Facebook,Post,2028,6558,242,11/14/2023
1466,Facebook,Story,662,1853,45,11/14/2023
1467,Twitter,Ad,1909,5270,280,11/14/2023
1468,Twitter,Story,4607,22625,82,11/14/2023
1469,Facebook,Ad,4350,8396,566,11/15/2023
1470,Instagram,Post,4897,17358,931,11/15/2023
1471,Instagram,Post,4409,16750,1515,11/15/2023
1472,Instagram,Ad,2210,6753,343,11/15/2023
1473,Twitter,Story,3895,5712,197,11/15/2023
1474,Facebook,Story,3432,10424,99,11/16/2023
1475,Instagram,Ad,2870,14300,464,11/16/2023
1476,Instagram,Story,4732,15426,880,11/16/2023
1477,Instagram,Ad,565,1697,112,11/16/2023
1478,Twitter,Story,4354,13523,1284,11/16/2023
1479,Twitter,Story,3841,8913,81,11/16/2023
1480,Instagram,Story,4204,4228,204,11/17/2023
1481,Facebook,Reel,2030,4162,415,11/18/2023
1482,Instagram,Ad,4556,10442,44,11/18/2023
1483,Instagram,Post,4094,18138,915,11/18/2023
1484,Twitter,Ad,2513,10904,929,11/18/2023
1485,Twitter,Reel,346,720,59,11/18/2023
1486,Twitter,Ad,1911,8255,616,11/18/2023
1487,Instagram,Reel,50,178,17,11/19/2023
1488,Twitter,Post,3386,6304,169,11/19/2023
1489,Twitter,Reel,1503,7105,154,11/19/2023
1490,Instagram,Post,1194,5031,476,11/20/2023
1491,Twitter,Reel,2479,12317,475,11/20/2023
1492,Facebook,Story,4801,10018,636,11/21/2023
1493,Instagram,Story,1546,2098,75,11/21/2023
1494,Instagram,Story,1099,2039,82,11/21/2023
1495,Instagram,Reel,580,2812,266,11/21/2023
1496,Facebook,Post,4881,11385,94,11/22/2023
1497,Facebook,Reel,2143,9934,552,11/22/2023
1498,Facebook,Post,3783,11651,1124,11/22/2023
1499,Instagram,Ad,534,2186,10,11/22/2023
1500,Instagram,Ad,4163,9956,590,11/22/2023
1501,Twitter,Story,2113,8124,654,11/22/2023
1502,Twitter,Ad,1174,5796,496,11/22/2023
1503,Twitter,Story,1064,3120,64,11/22/2023
1504,Facebook,Reel,1218,3233,175,11/23/2023
1505,Twitter,Reel,4882,4911,159,11/23/2023
1506,Twitter,Ad,733,3452,326,11/23/2023
1507,Facebook,Ad,906,1663,58,11/24/2023
1508,Twitter,Reel,4917,15517,316,11/24/2023
1509,Twitter,Ad,241,904,22,11/25/2023
1510,Facebook,Story,2045,10031,23,11/26/2023
1511,Instagram,Reel,2165,2205,54,11/26/2023
1512,Instagram,Reel,669,1151,26,11/26/2023
1513,Twitter,Story,4823,15900,791,11/26/2023
1514,Twitter,Post,2721,7993,219,11/26/2023
1515,Facebook,Story,2057,6309,570,11/27/2023
1516,Facebook,Post,4106,14737,613,11/27/2023
1517,Instagram,Ad,3589,5139,309,11/27/2023
1518,Instagram,Ad,3401,5101,188,11/27/2023
1519,Facebook,Post,2792,6907,472,11/28/2023
1520,Facebook,Reel,2988,9324,842,11/28/2023
1521,Facebook,Story,4221,9634,588,11/28/2023
1522,Instagram,Story,3343,10613,363,11/28/2023
1523,Twitter,Story,2753,2881,131,11/28/2023
1524,Twitter,Reel,2365,11694,347,11/28/2023
1525,Twitter,Post,2773,13531,1229,11/28/2023
1526,Facebook,Ad,1407,4756,457,11/29/2023
1527,Facebook,Ad,3292,15292,425,11/29/2023
1528,Facebook,Story,3627,3701,343,11/29/2023
1529,Instagram,Ad,2906,9785,96,11/29/2023
1530,Twitter,Story,1124,5199,280,11/29/2023
1531,Instagram,Ad,4806,10029,737,11/30/2023
1532,Facebook,Story,2145,10642,369,12/1/2023
1533,Facebook,Story,2139,6555,565,12/1/2023
1534,Facebook,Story,3626,7052,415,12/2/2023
1535,Facebook,Ad,4867,17136,1218,12/2/2023
1536,Facebook,Story,4624,6144,554,12/2/2023
1537,Twitter,Story,730,1824,11,12/2/2023
1538,Twitter,Post,4309,14158,1373,12/3/2023
1539,Twitter,Story,4907,7558,378,12/3/2023
1540,Facebook,Post,3620,17181,6,12/4/2023
1541,Facebook,Story,3338,6011,321,12/4/2023
1542,Facebook,Story,866,1268,24,12/4/2023
1543,Instagram,Ad,4131,4750,49,12/4/2023
1544,Instagram,Story,594,1524,6,12/4/2023
1545,Instagram,Story,2090,7144,369,12/4/2023
1546,Twitter,Ad,3476,13148,1306,12/4/2023
1547,Twitter,Ad,1248,3464,87,12/4/2023
1548,Twitter,Post,1127,2639,259,12/4/2023
1549,Facebook,Ad,723,2275,25,12/5/2023
1550,Facebook,Post,1973,7164,365,12/5/2023
1551,Instagram,Story,3789,5341,214,12/5/2023
1552,Instagram,Story,2109,5572,82,12/5/2023
1553,Instagram,Ad,3154,7847,478,12/5/2023
1554,Twitter,Ad,3023,11410,144,12/5/2023
1555,Twitter,Story,4089,9465,494,12/5/2023
1556,Facebook,Post,4566,10444,295,12/6/2023
1557,Twitter,Story,1354,5454,169,12/6/2023
1558,Twitter,Ad,613,1013,38,12/6/2023
1559,Twitter,Post,1059,5167,38,12/6/2023
1560,Facebook,Reel,2475,4232,405,12/7/2023
1561,Instagram,Reel,3873,7528,588,12/7/2023
1562,Twitter,Reel,1230,5414,48,12/7/2023
1563,Instagram,Story,501,2490,91,12/8/2023
1564,Instagram,Story,3963,4082,347,12/8/2023
1565,Facebook,Ad,2177,2207,101,12/9/2023
1566,Facebook,Ad,3618,12577,1171,12/9/2023
1567,Instagram,Reel,2768,6193,534,12/9/2023
1568,Twitter,Ad,374,862,82,12/9/2023
1569,Twitter,Post,4718,18472,1457,12/9/2023
1570,Facebook,Story,1810,6235,609,12/10/2023
1571,Facebook,Story,4915,16629,1295,12/10/2023
1572,Twitter,Story,1241,6146,486,12/10/2023
1573,Twitter,Reel,1325,1942,145,12/10/2023
1574,Facebook,Ad,2789,3357,154,12/11/2023
1575,Facebook,Reel,1628,5409,224,12/11/2023
1576,Facebook,Post,1426,5845,222,12/11/2023
1577,Instagram,Story,1744,3705,233,12/11/2023
1578,Instagram,Reel,2487,10448,314,12/11/2023
1579,Facebook,Story,4318,14173,873,12/12/2023
1580,Facebook,Story,1221,4422,164,12/12/2023
1581,Twitter,Story,437,1267,68,12/12/2023
1582,Twitter,Story,2519,10022,879,12/12/2023
1583,Twitter,Reel,4060,14642,1369,12/12/2023
1584,Facebook,Story,1101,2068,116,12/13/2023
1585,Facebook,Post,4239,20872,1368,12/13/2023
1586,Facebook,Post,4503,14557,1426,12/13/2023
1587,Instagram,Story,4334,10977,254,12/13/2023
1588,Instagram,Post,4162,13936,56,12/13/2023
1589,Instagram,Story,836,1927,74,12/13/2023
1590,Twitter,Ad,2261,5183,471,12/13/2023
1591,Twitter,Story,1140,1359,41,12/13/2023
1592,Twitter,Reel,3173,10167,985,12/13/2023
1593,Facebook,Reel,2005,7248,505,12/14/2023
1594,Facebook,Post,468,531,10,12/14/2023
1595,Facebook,Reel,4290,5395,389,12/14/2023
1596,Instagram,Post,4415,20030,1693,12/14/2023
1597,Instagram,Post,2120,7128,40,12/14/2023
1598,Instagram,Post,1089,2795,150,12/14/2023
1599,Facebook,Story,4434,14783,182,12/15/2023
1600,Instagram,Reel,2864,11395,135,12/15/2023
1601,Instagram,Post,337,886,26,12/15/2023
1602,Instagram,Story,4169,17503,987,12/15/2023
1603,Twitter,Ad,770,2386,70,12/15/2023
1604,Twitter,Post,4914,9055,854,12/15/2023
1605,Facebook,Ad,3770,9174,715,12/16/2023
1606,Facebook,Story,1751,8432,87,12/16/2023
1607,Facebook,Post,1089,4916,37,12/16/2023
1608,Instagram,Story,1686,7201,637,12/16/2023
1609,Instagram,Ad,1319,5974,566,12/16/2023
1610,Twitter,Ad,1092,1507,51,12/16/2023
1611,Facebook,Ad,2738,3195,252,12/17/2023
1612,Twitter,Ad,2442,10864,301,12/17/2023
1613,Twitter,Story,4285,14811,817,12/17/2023
1614,Twitter,Story,839,2072,69,12/17/2023
1615,Facebook,Story,3774,8291,796,12/18/2023
1616,Facebook,Post,2428,9738,330,12/18/2023
1617,Facebook,Ad,884,4395,213,12/18/2023
1618,Instagram,Ad,1546,6320,197,12/18/2023
1619,Instagram,Story,3589,14729,157,12/18/2023
1620,Instagram,Ad,2218,2599,188,12/18/2023
1621,Twitter,Ad,751,1375,63,12/18/2023
1622,Twitter,Ad,1194,1732,90,12/18/2023
1623,Facebook,Ad,2033,7512,44,12/19/2023
1624,Facebook,Reel,3450,14326,636,12/19/2023
1625,Instagram,Story,2306,3497,121,12/19/2023
1626,Instagram,Reel,3384,11743,335,12/19/2023
1627,Instagram,Ad,900,3499,136,12/19/2023
1628,Twitter,Story,4544,19993,593,12/19/2023
