transaction_id,customer_id,date,time,(No column name),product_id,quantity,price,payment_method,channel,store_id,promotion_id,discount_amount
11508,404,5/8/2024,15:39,15:39,6,2,3.51,Cash,In-store,2,,0
11509,182,10/25/2023,17:08,17:08,3,2,2.83,Credit Card,In-store,2,,0
11510,459,8/7/2023,12:55,12:55,24,2,2.96,Credit Card,In-store,3,,0
11511,192,9/22/2023,12:16,12:16,1,1,6.17,Cash,In-store,3,,0
11512,355,10/17/2023,8:48,8:48,14,5,4.33,Cash,In-store,1,1,5.1
11513,425,1/15/2024,20:29,20:29,17,2,3.59,Mobile Pay,Online,,,0
11514,615,6/16/2023,17:28,17:28,1,4,6.17,Cash,In-store,3,2,6.08
11515,603,5/26/2024,8:53,8:53,23,3,3.63,Mobile Pay,In-store,3,,0
11516,348,6/24/2023,16:15,16:15,26,2,6.48,Cash,In-store,2,,0
11517,144,4/12/2024,9:23,9:23,6,1,3.51,Mobile Pay,Online,,,0
11518,387,4/28/2024,8:11,8:11,15,5,3.78,Cash,In-store,1,,0
11519,484,6/21/2023,11:47,11:47,12,4,5.06,Mobile Pay,In-store,1,2,3.74
11520,386,12/22/2023,18:57,18:57,12,5,5.06,Cash,In-store,3,,0
11521,449,10/2/2023,16:31,16:31,5,3,4.36,Credit Card,In-store,3,,0
11522,229,4/18/2024,11:08,11:08,9,3,3.04,Mobile Pay,In-store,1,,0
11523,201,3/15/2024,18:20,18:20,7,2,3.43,Cash,Online,,,0
11524,628,2/17/2024,15:58,15:58,8,4,4.66,Credit Card,Online,,4,4.1
11525,292,9/26/2023,11:02,11:02,9,3,3.04,Credit Card,Online,,,0
11526,181,7/7/2023,15:31,15:31,15,5,3.78,Mobile Pay,Online,,,0
11527,651,5/22/2024,14:14,14:14,24,3,2.96,Cash,Online,,,0
11528,434,2/8/2024,19:45,19:45,16,5,4.89,Mobile Pay,Online,,,0
11529,273,7/15/2023,9:56,9:56,21,2,4.82,Cash,Online,,,0
11530,461,8/5/2023,20:36,20:36,9,5,3.04,Mobile Pay,In-store,2,,0
11531,676,9/8/2023,8:00,8:00,9,5,3.04,Credit Card,In-store,1,4,2.68
11532,166,3/28/2024,9:17,9:17,17,2,3.59,Mobile Pay,In-store,3,,0
11533,286,2/10/2024,19:33,19:33,16,5,4.89,Cash,Online,,5,4.46
11534,223,4/5/2024,15:24,15:24,18,4,5.14,Credit Card,In-store,2,1,2.08
11535,293,3/8/2024,18:40,18:40,6,5,3.51,Cash,In-store,3,,0
11536,215,8/11/2023,10:40,10:40,6,1,3.51,Mobile Pay,In-store,1,,0
11537,520,1/3/2024,19:24,19:24,26,4,6.48,Cash,In-store,2,,0
11538,325,5/25/2024,9:48,9:48,4,2,5.53,Cash,Online,,,0
11539,221,4/26/2024,8:54,8:54,11,4,3.7,Mobile Pay,Online,,,0
11540,583,1/7/2024,20:12,20:12,22,5,6.38,Credit Card,In-store,2,,0
11541,703,3/15/2024,15:06,15:06,16,3,4.89,Cash,Online,,,0
11542,318,1/7/2024,20:11,20:11,19,1,3.74,Credit Card,In-store,2,2,1.08
11543,288,3/3/2024,17:45,17:45,18,1,5.14,Credit Card,In-store,2,5,0.53
11544,700,7/14/2023,16:50,16:50,4,1,5.53,Mobile Pay,Online,,,0
11545,695,12/23/2023,10:37,10:37,11,2,3.7,Credit Card,In-store,2,,0
11546,273,12/12/2023,19:02,19:02,16,5,4.89,Cash,Online,,,0
11547,239,3/21/2024,10:12,10:12,23,5,3.63,Credit Card,In-store,1,5,4.38
11548,442,8/26/2023,14:55,14:55,17,3,3.59,Cash,In-store,2,1,1.54
11549,406,4/6/2024,11:20,11:20,24,2,2.96,Mobile Pay,In-store,2,,0
11550,672,5/22/2024,10:13,10:13,5,2,4.36,Cash,In-store,1,5,1.7
11551,276,7/20/2023,10:34,10:34,19,4,3.74,Cash,In-store,3,3,4.26
11552,372,11/10/2023,19:15,19:15,16,2,4.89,Cash,Online,,,0
11553,459,3/6/2024,16:52,16:52,16,3,4.89,Cash,In-store,1,,0
11554,118,9/1/2023,14:01,14:01,18,4,5.14,Credit Card,In-store,2,,0
11555,575,10/19/2023,15:34,15:34,7,3,3.43,Mobile Pay,In-store,2,,0
11556,329,9/17/2023,11:09,11:09,4,4,5.53,Cash,Online,,3,5.16
11557,679,12/23/2023,17:57,17:57,22,4,6.38,Credit Card,In-store,3,5,4.34
11558,229,10/9/2023,11:30,11:30,17,4,3.59,Cash,Online,,2,1.54
11559,425,4/16/2024,16:25,16:25,10,5,3.41,Mobile Pay,In-store,2,,0
11560,448,8/9/2023,20:24,20:24,6,5,3.51,Cash,In-store,1,1,4.22
11561,257,11/5/2023,8:42,8:42,21,4,4.82,Credit Card,In-store,3,,0
11562,248,6/30/2023,18:55,18:55,17,3,3.59,Cash,In-store,1,4,2.91
11563,155,7/26/2023,13:20,13:20,22,5,6.38,Credit Card,In-store,2,,0
11564,331,9/3/2023,16:19,16:19,11,3,3.7,Mobile Pay,In-store,3,5,1.65
11565,460,1/23/2024,12:57,12:57,24,3,2.96,Mobile Pay,In-store,1,5,1.26
11566,168,5/14/2024,8:41,8:41,12,2,5.06,Cash,In-store,3,,0
11567,300,11/21/2023,10:13,10:13,26,3,6.48,Credit Card,Online,,,0
11568,349,1/29/2024,16:12,16:12,15,3,3.78,Credit Card,In-store,2,,0
11569,388,9/22/2023,18:13,18:13,2,5,4.32,Credit Card,Online,,,0
11570,85,12/3/2023,18:26,18:26,16,5,4.89,Cash,In-store,2,,0
11571,246,11/22/2023,11:32,11:32,10,2,3.41,Mobile Pay,Online,,,0
11572,468,7/4/2023,8:16,8:16,7,1,3.43,Cash,In-store,3,,0
11573,704,5/7/2024,12:41,12:41,17,3,3.59,Mobile Pay,Online,,4,2.24
11574,105,4/16/2024,17:11,17:11,6,2,3.51,Cash,Online,,,0
11575,147,6/9/2023,18:51,18:51,16,5,4.89,Cash,Online,,,0
11576,309,9/30/2023,13:26,13:26,10,4,3.41,Cash,Online,,,0
11577,334,11/6/2023,16:08,16:08,21,5,4.82,Credit Card,In-store,3,,0
11578,189,6/27/2023,8:46,8:46,17,1,3.59,Credit Card,Online,,,0
11579,421,1/3/2024,19:39,19:39,23,5,3.63,Mobile Pay,In-store,3,,0
11580,428,5/3/2024,17:24,17:24,1,3,6.17,Mobile Pay,Online,,,0
11581,188,10/13/2023,18:42,18:42,9,2,3.04,Credit Card,In-store,3,1,1.17
11582,659,2/13/2024,11:13,11:13,11,4,3.7,Cash,Online,,,0
11583,509,7/3/2023,11:21,11:21,4,5,5.53,Mobile Pay,Online,,,0
11584,141,5/29/2024,17:15,17:15,5,1,4.36,Cash,Online,,,0
11585,525,2/24/2024,16:59,16:59,2,2,4.32,Mobile Pay,Online,,1,2.53
11586,486,5/6/2024,19:02,19:02,22,3,6.38,Mobile Pay,Online,,4,5.52
11587,180,10/1/2023,11:50,11:50,11,4,3.7,Mobile Pay,In-store,2,,0
11588,395,4/13/2024,17:47,17:47,22,3,6.38,Cash,Online,,4,2.99
11589,459,1/12/2024,13:03,13:03,8,3,4.66,Cash,In-store,1,,0
11590,686,3/2/2024,11:10,11:10,20,1,5.96,Cash,Online,,2,1.09
11591,104,3/1/2024,20:42,20:42,5,2,4.36,Credit Card,Online,,,0
11592,216,4/10/2024,12:25,12:25,7,1,3.43,Cash,Online,,5,0.91
11593,237,12/20/2023,12:29,12:29,4,5,5.53,Credit Card,In-store,2,1,3.37
11594,278,4/18/2024,15:13,15:13,24,2,2.96,Credit Card,Online,,,0
11595,122,7/7/2023,18:50,18:50,7,4,3.43,Mobile Pay,In-store,1,,0
11596,141,4/28/2024,16:29,16:29,3,1,2.83,Credit Card,Online,,,0
11597,367,4/26/2024,20:02,20:02,6,2,3.51,Cash,Online,,,0
11598,170,1/19/2024,15:24,15:24,17,5,3.59,Cash,In-store,1,,0
11599,300,7/22/2023,13:15,13:15,9,5,3.04,Mobile Pay,Online,,,0
11600,241,8/30/2023,12:24,12:24,24,5,2.96,Cash,Online,,5,2.4
11601,367,7/30/2023,10:51,10:51,16,3,4.89,Mobile Pay,In-store,1,,0
11602,362,1/12/2024,10:33,10:33,20,5,5.96,Cash,In-store,3,,0
11603,454,12/23/2023,12:24,12:24,10,3,3.41,Mobile Pay,Online,,,0
11604,220,3/12/2024,12:01,12:01,26,3,6.48,Cash,Online,,,0
11605,128,1/6/2024,8:58,8:58,24,5,2.96,Credit Card,Online,,,0
11606,280,12/1/2023,14:35,14:35,22,4,6.38,Cash,Online,,2,5.37
11607,514,4/3/2024,17:52,17:52,20,5,5.96,Mobile Pay,In-store,3,,0
11608,193,2/5/2024,9:53,9:53,15,3,3.78,Credit Card,Online,,1,1.49
11609,180,3/9/2024,11:19,11:19,12,5,5.06,Credit Card,In-store,1,,0
11610,465,4/23/2024,20:13,20:13,21,1,4.82,Cash,In-store,3,1,1.15
11611,234,11/7/2023,18:47,18:47,4,4,5.53,Mobile Pay,In-store,1,,0
11612,113,11/6/2023,8:49,8:49,4,4,5.53,Cash,In-store,3,,0
11613,714,7/8/2023,17:42,17:42,4,5,5.53,Credit Card,In-store,3,,0
11614,642,5/1/2024,19:32,19:32,4,4,5.53,Credit Card,In-store,1,2,2.46
11615,138,7/3/2023,9:35,9:35,6,5,3.51,Mobile Pay,Online,,,0
11616,86,4/29/2024,9:36,9:36,4,1,5.53,Credit Card,In-store,1,,0
11617,302,10/12/2023,8:55,8:55,21,5,4.82,Cash,Online,,,0
11618,651,11/27/2023,15:34,15:34,26,5,6.48,Cash,Online,,3,6.49
11619,562,12/23/2023,12:29,12:29,22,2,6.38,Credit Card,In-store,1,,0
11620,564,6/10/2023,18:39,18:39,20,5,5.96,Mobile Pay,In-store,2,,0
11621,170,12/3/2023,16:17,16:17,23,5,3.63,Credit Card,In-store,3,,0
11622,675,4/15/2024,18:39,18:39,14,5,4.33,Mobile Pay,In-store,2,,0
11623,398,6/7/2023,15:17,15:17,11,2,3.7,Credit Card,Online,,,0
11624,100,6/7/2023,16:16,16:16,1,4,6.17,Mobile Pay,In-store,1,,0
11625,639,10/14/2023,12:16,12:16,12,4,5.06,Mobile Pay,Online,,,0
11626,458,11/18/2023,17:21,17:21,18,3,5.14,Cash,Online,,,0
11627,688,8/16/2023,9:22,9:22,10,3,3.41,Credit Card,In-store,3,2,1.71
11628,129,2/10/2024,16:04,16:04,20,4,5.96,Cash,In-store,1,3,4.63
11629,352,9/11/2023,17:56,17:56,4,2,5.53,Credit Card,In-store,1,,0
11630,629,8/17/2023,18:03,18:03,20,5,5.96,Mobile Pay,In-store,3,,0
11631,611,2/18/2024,19:26,19:26,20,1,5.96,Mobile Pay,Online,,5,1.05
11632,690,3/19/2024,9:54,9:54,23,4,3.63,Cash,Online,,,0
11633,132,7/30/2023,10:19,10:19,20,3,5.96,Mobile Pay,In-store,3,,0
11634,319,10/18/2023,20:08,20:08,26,5,6.48,Cash,In-store,1,,0
11635,491,4/18/2024,13:20,13:20,11,4,3.7,Mobile Pay,In-store,1,,0
11636,316,4/12/2024,10:48,10:48,21,3,4.82,Credit Card,In-store,2,,0
11637,571,3/25/2024,8:58,8:58,1,5,6.17,Credit Card,In-store,2,5,5.88
11638,683,10/26/2023,20:46,20:46,15,1,3.78,Mobile Pay,Online,,,0
11639,383,8/17/2023,13:56,13:56,23,1,3.63,Mobile Pay,Online,,,0
11640,119,12/21/2023,13:52,13:52,12,3,5.06,Credit Card,Online,,,0
11641,650,1/23/2024,16:20,16:20,24,5,2.96,Credit Card,Online,,1,2.09
11642,36,10/7/2023,15:13,15:13,2,4,4.32,Mobile Pay,Online,,,0
11643,364,12/20/2023,20:10,20:10,24,1,2.96,Cash,In-store,1,,0
11644,353,2/26/2024,19:14,19:14,23,1,3.63,Cash,In-store,1,,0
11645,453,12/31/2023,14:19,14:19,2,3,4.32,Cash,In-store,3,,0
11646,101,5/29/2024,11:31,11:31,14,1,4.33,Credit Card,In-store,3,4,0.57
11647,278,9/24/2023,20:00,20:00,7,1,3.43,Cash,Online,,2,0.66
11648,688,11/13/2023,9:59,9:59,17,5,3.59,Mobile Pay,Online,,,0
11649,614,2/15/2024,16:03,16:03,18,5,5.14,Cash,In-store,3,5,4.99
11650,400,9/10/2023,13:40,13:40,10,1,3.41,Credit Card,In-store,3,,0
11651,384,3/23/2024,14:38,14:38,26,2,6.48,Mobile Pay,Online,,,0
11652,117,6/23/2023,8:09,8:09,3,3,2.83,Mobile Pay,Online,,,0
11653,340,5/9/2024,14:39,14:39,9,1,3.04,Credit Card,Online,,,0
11654,407,9/15/2023,20:16,20:16,12,2,5.06,Credit Card,Online,,,0
11655,382,8/1/2023,14:59,14:59,19,1,3.74,Cash,Online,,4,0.85
11656,416,10/6/2023,19:32,19:32,14,4,4.33,Mobile Pay,Online,,,0
11657,471,5/6/2024,18:30,18:30,7,1,3.43,Cash,Online,,,0
11658,545,11/23/2023,8:50,8:50,8,2,4.66,Cash,In-store,1,,0
11659,715,6/16/2023,19:48,19:48,22,3,6.38,Mobile Pay,Online,,,0
11660,545,1/15/2024,17:30,17:30,26,5,6.48,Credit Card,Online,,,0
11661,342,6/12/2023,9:36,9:36,20,2,5.96,Mobile Pay,Online,,,0
11662,645,4/7/2024,14:44,14:44,12,4,5.06,Mobile Pay,In-store,1,4,5.67
11663,196,1/23/2024,18:10,18:10,26,4,6.48,Mobile Pay,In-store,1,,0
11664,374,3/26/2024,10:29,10:29,26,2,6.48,Cash,Online,,,0
11665,551,4/19/2024,13:06,13:06,6,5,3.51,Credit Card,In-store,3,,0
11666,128,7/22/2023,16:32,16:32,8,4,4.66,Credit Card,Online,,,0
11667,216,9/21/2023,14:31,14:31,26,3,6.48,Mobile Pay,In-store,2,,0
11668,208,7/11/2023,13:09,13:09,12,5,5.06,Mobile Pay,In-store,3,2,3.95
11669,332,5/31/2024,16:57,16:57,11,1,3.7,Cash,In-store,1,,0
11670,689,7/18/2023,18:43,18:43,11,4,3.7,Mobile Pay,In-store,2,4,2.73
11671,222,12/13/2023,15:31,15:31,19,4,3.74,Cash,Online,,,0
11672,404,4/13/2024,15:44,15:44,22,1,6.38,Cash,In-store,2,,0
11673,484,5/18/2024,16:10,16:10,11,3,3.7,Mobile Pay,Online,,4,3.04
11674,207,5/6/2024,20:09,20:09,22,4,6.38,Credit Card,In-store,2,,0
11675,326,11/14/2023,14:18,14:18,14,5,4.33,Credit Card,Online,,,0
11676,232,8/21/2023,20:34,20:34,17,4,3.59,Credit Card,Online,,4,3.47
11677,502,1/31/2024,14:42,14:42,9,4,3.04,Cash,Online,,4,2.82
11678,617,3/29/2024,18:10,18:10,4,5,5.53,Cash,Online,,,0
11679,508,7/4/2023,15:23,15:23,16,4,4.89,Cash,In-store,2,,0
11680,595,11/12/2023,9:38,9:38,18,5,5.14,Credit Card,Online,,,0
11681,576,4/17/2024,20:07,20:07,7,5,3.43,Credit Card,Online,,,0
11682,545,1/10/2024,8:42,8:42,9,6,3.04,Credit Card,In-store,3,3,3.14
11683,247,7/24/2023,12:14,12:14,1,4,6.17,Cash,Online,,,0
11684,254,2/12/2024,11:31,11:31,15,4,3.78,Cash,In-store,1,4,2.7
11685,247,4/16/2024,19:33,19:33,9,1,3.04,Mobile Pay,Online,,2,0.75
11686,150,9/28/2023,19:09,19:09,19,2,3.74,Mobile Pay,Online,,5,0.97
11687,105,11/26/2023,20:03,20:03,13,4,3.41,Cash,Online,,,0
11688,166,7/5/2023,11:41,11:41,3,5,2.83,Credit Card,Online,,,0
11689,355,2/11/2024,8:49,8:49,19,1,3.74,Credit Card,Online,,,0
11690,519,9/21/2023,13:54,13:54,7,3,3.43,Credit Card,Online,,,0
11691,239,8/8/2023,20:00,20:00,15,1,3.78,Cash,In-store,1,,0
11692,237,4/7/2024,8:52,8:52,10,4,3.41,Mobile Pay,Online,,3,3.95
11693,658,8/26/2023,8:08,8:08,14,3,4.33,Credit Card,Online,,5,2.05
11694,578,5/28/2024,12:08,12:08,8,2,4.66,Credit Card,Online,,,0
11695,124,3/31/2024,11:09,11:09,12,4,5.06,Mobile Pay,In-store,3,,0
11696,222,3/13/2024,8:58,8:58,3,2,2.83,Cash,Online,,4,1.63
11697,661,6/17/2023,20:21,20:21,10,3,3.41,Mobile Pay,Online,,,0
11698,621,9/30/2023,17:31,17:31,6,1,3.51,Credit Card,Online,,,0
11699,562,12/3/2023,14:11,14:11,1,3,6.17,Mobile Pay,In-store,1,,0
11700,476,2/27/2024,12:36,12:36,6,2,3.51,Mobile Pay,Online,,,0
11701,164,1/12/2024,14:23,14:23,16,1,4.89,Cash,Online,,,0
11702,263,1/15/2024,9:51,9:51,6,4,3.51,Mobile Pay,In-store,1,,0
11703,473,10/30/2023,20:17,20:17,6,1,3.51,Credit Card,In-store,3,,0
11704,373,7/4/2023,16:54,16:54,13,1,3.41,Mobile Pay,In-store,2,,0
11705,454,2/18/2024,13:45,13:45,20,2,5.96,Cash,In-store,3,,0
11706,695,2/10/2024,20:14,20:14,12,5,5.06,Mobile Pay,In-store,1,4,2.62
11707,352,12/24/2023,14:18,14:18,7,1,3.43,Mobile Pay,In-store,3,1,0.61
11708,491,4/5/2024,11:01,11:01,19,3,3.74,Credit Card,Online,,2,3.14
11709,250,8/14/2023,9:47,9:47,7,5,3.43,Credit Card,In-store,3,,0
11710,700,11/21/2023,9:14,9:14,12,1,5.06,Credit Card,In-store,3,,0
11711,524,4/23/2024,15:17,15:17,16,1,4.89,Mobile Pay,In-store,2,,0
11712,321,7/31/2023,13:39,13:39,19,4,3.74,Cash,In-store,3,,0
11713,452,3/27/2024,13:07,13:07,11,3,3.7,Cash,In-store,1,,0
11714,578,2/4/2024,9:38,9:38,5,3,4.36,Credit Card,Online,,3,3
11715,452,9/12/2023,8:39,8:39,12,3,5.06,Mobile Pay,Online,,,0
11716,445,7/22/2023,15:17,15:17,6,2,3.51,Credit Card,Online,,,0
11717,194,10/21/2023,9:10,9:10,22,1,6.38,Mobile Pay,In-store,3,,0
11718,135,3/29/2024,11:18,11:18,13,3,3.41,Credit Card,In-store,1,,0
11719,435,9/24/2023,19:40,19:40,15,2,3.78,Mobile Pay,In-store,2,,0
11720,433,8/11/2023,13:50,13:50,15,5,3.78,Mobile Pay,In-store,3,3,2.51
11721,126,12/25/2023,17:07,17:07,14,5,4.33,Mobile Pay,Online,,,0
11722,149,4/12/2024,17:33,17:33,4,1,5.53,Cash,In-store,3,,0
11723,161,3/1/2024,14:27,14:27,7,1,3.43,Mobile Pay,Online,,,0
11724,187,12/23/2023,10:19,10:19,10,3,3.41,Credit Card,In-store,1,5,2.89
11725,243,1/24/2024,15:34,15:34,5,5,4.36,Cash,Online,,3,2.64
11726,156,12/20/2023,16:38,16:38,5,4,4.36,Mobile Pay,In-store,3,,0
11727,657,3/5/2024,17:23,17:23,22,3,6.38,Mobile Pay,Online,,,0
11728,643,8/16/2023,12:18,12:18,2,2,4.32,Mobile Pay,Online,,,0
11729,580,12/20/2023,16:18,16:18,17,5,3.59,Credit Card,In-store,3,1,3.8
11730,261,11/26/2023,20:41,20:41,7,1,3.43,Mobile Pay,Online,,,0
11731,641,10/9/2023,16:54,16:54,24,2,2.96,Mobile Pay,In-store,1,,0
11732,706,10/25/2023,17:01,17:01,20,4,5.96,Cash,In-store,2,,0
11733,626,5/23/2024,19:02,19:02,19,5,3.74,Mobile Pay,In-store,1,,0
11734,245,6/14/2023,12:17,12:17,15,5,3.78,Mobile Pay,Online,,,0
11735,327,8/5/2023,12:30,12:30,7,3,3.43,Mobile Pay,Online,,,0
11736,484,11/19/2023,19:28,19:28,7,3,3.43,Credit Card,In-store,3,,0
11737,317,4/7/2024,11:43,11:43,22,2,6.38,Mobile Pay,Online,,,0
11738,610,7/7/2023,15:56,15:56,24,1,2.96,Credit Card,Online,,,0
11739,353,9/18/2023,9:05,9:05,2,4,4.32,Cash,In-store,1,,0
11740,669,5/31/2024,20:56,20:56,3,1,2.83,Mobile Pay,In-store,3,,0
11741,522,6/9/2023,16:02,16:02,1,3,6.17,Cash,Online,,,0
11742,661,2/15/2024,10:31,10:31,24,5,2.96,Credit Card,In-store,2,,0
11743,372,9/5/2023,16:06,16:06,6,1,3.51,Credit Card,In-store,1,,0
11744,184,9/20/2023,18:24,18:24,24,2,2.96,Mobile Pay,In-store,2,,0
11745,365,3/12/2024,8:54,8:54,15,3,3.78,Mobile Pay,In-store,1,,0
11746,482,2/22/2024,12:38,12:38,24,5,2.96,Cash,Online,,,0
11747,701,3/23/2024,13:26,13:26,20,4,5.96,Mobile Pay,In-store,1,,0
11748,174,2/23/2024,18:19,18:19,7,1,3.43,Credit Card,Online,,,0
11749,392,2/2/2024,11:17,11:17,8,1,4.66,Mobile Pay,In-store,1,,0
11750,194,4/1/2024,11:00,11:00,12,3,5.06,Mobile Pay,Online,,,0
11751,521,2/23/2024,11:16,11:16,7,1,3.43,Cash,Online,,5,0.56
11752,167,4/15/2024,19:48,19:48,10,4,3.41,Credit Card,Online,,,0
11753,587,5/17/2024,12:02,12:02,6,2,3.51,Credit Card,In-store,1,5,1.93
11754,566,4/4/2024,18:44,18:44,22,1,6.38,Mobile Pay,Online,,,0
11755,343,10/6/2023,19:27,19:27,8,2,4.66,Credit Card,Online,,4,1.51
11756,145,9/6/2023,16:48,16:48,24,3,2.96,Credit Card,In-store,2,,0
11757,457,10/1/2023,9:49,9:49,20,1,5.96,Cash,In-store,3,,0
11758,562,6/12/2023,19:06,19:06,15,4,3.78,Cash,In-store,3,,0
11759,260,10/6/2023,16:08,16:08,3,4,2.83,Cash,In-store,3,,0
11760,646,12/7/2023,10:24,10:24,10,2,3.41,Credit Card,In-store,3,,0
11761,346,9/7/2023,13:01,13:01,23,2,3.63,Cash,Online,,2,1.79
11762,714,5/12/2024,8:00,8:00,7,4,3.43,Cash,Online,,,0
11763,264,4/5/2024,13:04,13:04,5,1,4.36,Mobile Pay,In-store,1,,0
11764,407,12/13/2023,12:31,12:31,20,1,5.96,Credit Card,Online,,,0
11765,108,12/18/2023,15:17,15:17,4,5,5.53,Credit Card,In-store,2,,0
11766,101,11/14/2023,19:23,19:23,6,4,3.51,Mobile Pay,Online,,,0
11767,155,11/16/2023,19:52,19:52,3,4,2.83,Mobile Pay,Online,,,0
11768,201,7/2/2023,18:48,18:48,7,1,3.43,Cash,In-store,2,,0
11769,384,8/9/2023,19:35,19:35,22,1,6.38,Cash,In-store,1,,0
11770,500,1/28/2024,12:18,12:18,14,1,4.33,Cash,Online,,,0
11771,535,7/28/2023,10:23,10:23,7,5,3.43,Cash,In-store,1,5,3.49
11772,292,9/15/2023,9:58,9:58,7,2,3.43,Mobile Pay,In-store,1,5,0.74
11773,671,6/4/2024,9:35,9:35,16,1,4.89,Cash,Online,,,0
11774,317,7/2/2023,19:50,19:50,12,1,5.06,Credit Card,In-store,1,,0
11775,414,8/17/2023,10:01,10:01,1,2,6.17,Cash,In-store,2,,0
11776,306,2/23/2024,15:44,15:44,3,2,2.83,Mobile Pay,Online,,,0
11777,316,6/30/2023,13:43,13:43,10,5,3.41,Cash,In-store,3,,0
11778,203,5/28/2024,15:56,15:56,3,3,2.83,Credit Card,Online,,,0
11779,495,2/25/2024,11:13,11:13,5,1,4.36,Credit Card,In-store,1,2,1.03
11780,601,2/25/2024,12:46,12:46,13,4,3.41,Credit Card,In-store,1,,0
11781,234,1/22/2024,11:23,11:23,11,1,3.7,Cash,Online,,,0
11782,256,7/22/2023,19:04,19:04,18,4,5.14,Mobile Pay,In-store,1,,0
11783,216,10/26/2023,8:23,8:23,17,1,3.59,Cash,Online,,,0
11784,179,7/15/2023,20:05,20:05,14,1,4.33,Mobile Pay,In-store,2,,0
11785,224,12/15/2023,9:12,9:12,5,1,4.36,Cash,In-store,1,,0
11786,312,5/4/2024,11:52,11:52,15,2,3.78,Cash,Online,,,0
11787,244,6/17/2023,19:02,19:02,16,4,4.89,Cash,In-store,2,3,5.67
11788,489,9/22/2023,12:38,12:38,14,3,4.33,Credit Card,Online,,,0
11789,595,12/4/2023,13:09,13:09,15,1,3.78,Mobile Pay,Online,,,0
11790,568,1/15/2024,15:58,15:58,20,5,5.96,Mobile Pay,Online,,,0
11791,697,6/29/2023,13:28,13:28,22,5,6.38,Cash,Online,,5,8.92
11792,414,12/17/2023,8:44,8:44,13,5,3.41,Cash,In-store,3,3,3.54
11793,381,1/10/2024,19:39,19:39,17,1,3.59,Credit Card,Online,,1,0.73
11794,622,6/30/2023,16:35,16:35,5,5,4.36,Cash,Online,,,0
11795,393,6/25/2023,12:41,12:41,4,5,5.53,Credit Card,In-store,2,,0
11796,465,7/3/2023,19:30,19:30,20,5,5.96,Cash,Online,,4,7.27
11797,690,11/26/2023,13:08,13:08,3,2,2.83,Cash,Online,,,0
11798,563,8/18/2023,13:19,13:19,11,1,3.7,Credit Card,Online,,,0
11799,27,5/10/2024,15:17,15:17,8,3,4.66,Credit Card,Online,,,0
11800,371,11/28/2023,14:03,14:03,11,3,3.7,Credit Card,In-store,3,,0
11801,333,2/23/2024,13:20,13:20,11,2,3.7,Mobile Pay,Online,,,0
11802,173,10/10/2023,20:56,20:56,4,4,5.53,Credit Card,Online,,,0
11803,321,4/19/2024,10:27,10:27,24,3,2.96,Credit Card,Online,,,0
11804,329,1/23/2024,11:49,11:49,24,3,2.96,Credit Card,Online,,,0
11805,266,4/10/2024,10:10,10:10,26,1,6.48,Credit Card,In-store,3,5,1.07
11806,668,8/4/2023,12:28,12:28,26,2,6.48,Credit Card,Online,,4,1.74
11807,400,11/23/2023,16:22,16:22,26,5,6.48,Cash,Online,,2,7.63
11808,512,1/3/2024,19:17,19:17,17,3,3.59,Credit Card,In-store,2,,0
11809,179,5/27/2024,13:42,13:42,19,2,3.74,Credit Card,Online,,1,1.71
11810,290,4/24/2024,20:26,20:26,7,1,3.43,Cash,Online,,,0
11811,210,1/25/2024,15:19,15:19,12,2,5.06,Cash,In-store,3,,0
11812,677,8/9/2023,19:25,19:25,17,3,3.59,Mobile Pay,In-store,1,3,2.19
11813,670,3/6/2024,18:11,18:11,24,2,2.96,Cash,In-store,2,,0
11814,488,4/15/2024,16:17,16:17,26,3,6.48,Mobile Pay,Online,,,0
11815,155,3/5/2024,9:36,9:36,2,2,4.32,Credit Card,In-store,3,1,1.29
11816,318,2/12/2024,12:05,12:05,2,5,4.32,Mobile Pay,Online,,3,2.28
11817,448,6/22/2023,14:40,14:40,13,2,3.41,Mobile Pay,In-store,1,,0
11818,226,9/26/2023,10:31,10:31,8,2,4.66,Mobile Pay,In-store,3,,0
11819,404,4/7/2024,14:08,14:08,9,2,3.04,Mobile Pay,In-store,1,,0
11820,689,3/22/2024,13:08,13:08,6,1,3.51,Mobile Pay,Online,,,0
11821,218,10/11/2023,18:36,18:36,23,2,3.63,Cash,In-store,2,,0
11822,169,1/27/2024,9:40,9:40,22,2,6.38,Credit Card,Online,,,0
11823,592,7/31/2023,19:07,19:07,17,5,3.59,Credit Card,In-store,2,,0
11824,504,6/10/2023,20:06,20:06,17,4,3.59,Cash,In-store,3,5,2.22
11825,522,2/8/2024,10:36,10:36,3,4,2.83,Cash,In-store,3,,0
11826,138,4/24/2024,19:25,19:25,9,5,3.04,Mobile Pay,In-store,2,,0
11827,438,9/15/2023,17:09,17:09,17,3,3.59,Cash,Online,,,0
11828,124,10/23/2023,17:54,17:54,21,5,4.82,Mobile Pay,Online,,,0
11829,439,6/26/2023,19:55,19:55,9,3,3.04,Credit Card,Online,,,0
11830,547,7/2/2023,16:44,16:44,8,3,4.66,Mobile Pay,Online,,,0
11831,382,8/6/2023,14:28,14:28,2,3,4.32,Mobile Pay,Online,,,0
11832,147,6/4/2024,14:54,14:54,14,4,4.33,Credit Card,In-store,2,3,3.55
